,image,label
194,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000215.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000215.png
195,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000216.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000216.png
196,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000217.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000217.png
197,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000218.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000218.png
198,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000219.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000219.png
199,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000220.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000220.png
200,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000221.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000221.png
201,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000222.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000222.png
202,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000223.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000223.png
203,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000224.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000224.png
204,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000225.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000225.png
205,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000226.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000226.png
206,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000227.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000227.png
207,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000228.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000228.png
208,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000229.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000229.png
209,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000230.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000230.png
210,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000231.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000231.png
211,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000232.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000232.png
212,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000233.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000233.png
213,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000234.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000234.png
214,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000235.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000235.png
215,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000236.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000236.png
216,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000237.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000237.png
217,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000238.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000238.png
218,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000239.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000239.png
219,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000240.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000240.png
220,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000241.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000241.png
221,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000242.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000242.png
222,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000243.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000243.png
223,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000244.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000244.png
224,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000245.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000245.png
225,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000246.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000246.png
226,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000247.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000247.png
227,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000248.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000248.png
228,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000249.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000249.png
229,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000250.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000250.png
230,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000251.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000251.png
231,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000252.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000252.png
232,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000253.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000253.png
233,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000254.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000254.png
234,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000255.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000255.png
235,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000256.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000256.png
236,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000257.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000257.png
237,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000258.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000258.png
238,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000259.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000259.png
239,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000260.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000260.png
240,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000261.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000261.png
241,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000262.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000262.png
242,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000263.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000263.png
243,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000264.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000264.png
244,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000265.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000265.png
245,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000266.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000266.png
246,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000267.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000267.png
247,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000268.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000268.png
248,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000269.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000269.png
249,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000270.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000270.png
250,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000271.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000271.png
251,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000272.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000272.png
252,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000273.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000273.png
253,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000274.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000274.png
254,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000275.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000275.png
255,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000276.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000276.png
256,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000277.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000277.png
257,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000278.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000278.png
258,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000279.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000279.png
259,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000280.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000280.png
260,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000281.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000281.png
261,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000282.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000282.png
262,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000283.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000283.png
263,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000284.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000284.png
264,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000285.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000285.png
265,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000286.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000286.png
266,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000287.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000287.png
267,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000288.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000288.png
268,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000289.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000289.png
269,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000290.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000290.png
270,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000291.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000291.png
271,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000292.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000292.png
272,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000293.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000293.png
273,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000294.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000294.png
274,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000295.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000295.png
275,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000296.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000296.png
276,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000297.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000297.png
277,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000298.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000298.png
278,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000299.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000299.png
279,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000300.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000300.png
280,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000301.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000301.png
281,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000302.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000302.png
282,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000303.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000303.png
283,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000304.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000304.png
284,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000305.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000305.png
285,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000306.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000306.png
286,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000307.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000307.png
287,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000308.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000308.png
288,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000309.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000309.png
289,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000310.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000310.png
290,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000311.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000311.png
291,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000312.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000312.png
292,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000313.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000313.png
293,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000314.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000314.png
294,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000315.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000315.png
295,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000316.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000316.png
296,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000317.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000317.png
297,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000318.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000318.png
298,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000319.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000319.png
299,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000320.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000320.png
300,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000321.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000321.png
301,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000322.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000322.png
302,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000323.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000323.png
303,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000324.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000324.png
304,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000325.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000325.png
305,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000326.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000326.png
306,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000327.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000327.png
307,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000328.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000328.png
308,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000329.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000329.png
309,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000330.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000330.png
310,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000331.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000331.png
311,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000332.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000332.png
312,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000333.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000333.png
313,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000334.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000334.png
314,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000335.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000335.png
315,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000336.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000336.png
316,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000337.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000337.png
317,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000338.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000338.png
318,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000339.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000339.png
319,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000340.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000340.png
320,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000341.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000341.png
321,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000342.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000342.png
322,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000343.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000343.png
323,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000344.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000344.png
324,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000345.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000345.png
325,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000346.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000346.png
326,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000347.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000347.png
327,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000348.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000348.png
328,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000349.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000349.png
329,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000350.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000350.png
330,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000351.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000351.png
331,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000352.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000352.png
332,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000353.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000353.png
333,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000354.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000354.png
334,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000355.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000355.png
335,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000356.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000356.png
336,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000357.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000357.png
337,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000358.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000358.png
338,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000359.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000359.png
339,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000360.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000360.png
340,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000361.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000361.png
341,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000362.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000362.png
342,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000363.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000363.png
343,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000364.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000364.png
344,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000365.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000365.png
345,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000366.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000366.png
346,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000367.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000367.png
347,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000368.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000368.png
348,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000369.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000369.png
349,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000370.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000370.png
350,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000371.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000371.png
351,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000372.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000372.png
352,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000373.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000373.png
353,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000374.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000374.png
354,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000375.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000375.png
355,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000376.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000376.png
356,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000377.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000377.png
357,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000378.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000378.png
358,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000379.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000379.png
359,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000380.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000380.png
360,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000381.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000381.png
361,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000382.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000382.png
362,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000383.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000383.png
363,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000384.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000384.png
364,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000385.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000385.png
365,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000386.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000386.png
366,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000387.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000387.png
367,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000388.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000388.png
368,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000389.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000389.png
369,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000390.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000390.png
370,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000391.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000391.png
371,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000392.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000392.png
372,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000393.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000393.png
373,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000394.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000394.png
374,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000395.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000395.png
375,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000396.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000396.png
376,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000397.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000397.png
377,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000398.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000398.png
378,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000399.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000399.png
379,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000400.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000400.png
380,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000401.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000401.png
381,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000402.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000402.png
382,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000403.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000403.png
383,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000404.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000404.png
384,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000405.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000405.png
385,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000406.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000406.png
386,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000407.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000407.png
387,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000408.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000408.png
